1	11	1	1	 0.00	0.70	0.40	0.00	 0.00	9.20	0.20	154	298	-74.87	-0.00	3.12	0.00	-74.87	0.00	374.36	0.00	 0.00
1	11	1	2	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	173	317	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 0.00
1	11	1	3	 0.00	0.70	0.40	0.00	 180.00	11.60	0.20	139	283	94.40	-0.00	-3.93	0.00	94.40	-0.00	-472.02	0.00	 0.00
1	11	1	4	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	155	299	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	5	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	167	311	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 1.00
1	11	1	6	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	150	294	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 1.00
1	11	1	7	 0.00	0.70	0.40	0.00	 180.00	8.40	0.20	141	285	68.36	-0.00	-2.85	0.00	68.36	-0.00	-341.81	0.00	 0.00
1	11	1	8	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	126	270	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 1.00
1	11	1	9	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	176	320	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 1.00
1	11	1	10	 0.00	0.70	0.40	0.00	 0.00	11.60	0.20	130	274	-94.40	-0.00	3.93	0.00	-94.40	0.00	472.02	0.00	 1.00
1	11	1	11	 0.00	0.70	0.40	0.00	 180.00	11.60	0.20	138	282	94.40	-0.00	-3.93	0.00	94.40	-0.00	-472.02	0.00	 1.00
1	11	1	12	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	162	306	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 0.00
1	11	1	13	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	138	282	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	14	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	129	273	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 1.00
1	11	1	15	 0.00	0.70	0.40	0.00	 0.00	11.60	0.20	164	308	-94.40	-0.00	3.93	0.00	-94.40	0.00	472.02	0.00	 1.00
1	11	1	16	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	139	283	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 1.00
1	11	1	17	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	132	276	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 0.00
1	11	1	18	 0.00	0.70	0.40	0.00	 180.00	11.60	0.20	121	265	94.40	-0.00	-3.93	0.00	94.40	-0.00	-472.02	0.00	 1.00
1	11	1	19	 0.00	0.70	0.40	0.00	 0.00	11.60	0.20	160	304	-94.40	-0.00	3.93	0.00	-94.40	0.00	472.02	0.00	 1.00
1	11	1	20	 0.00	0.70	0.40	0.00	 0.00	8.40	0.20	167	311	-68.36	-0.00	2.85	0.00	-68.36	0.00	341.81	0.00	 0.00
1	11	1	21	 0.00	0.70	0.40	0.00	 0.00	8.40	0.20	126	270	-68.36	-0.00	2.85	0.00	-68.36	0.00	341.81	0.00	 0.00
1	11	1	22	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	168	312	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 1.00
1	11	1	23	 0.00	0.70	0.40	0.00	 180.00	11.60	0.20	162	306	94.40	-0.00	-3.93	0.00	94.40	-0.00	-472.02	0.00	 1.00
1	11	1	24	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	125	269	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	25	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	169	313	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 0.00
1	11	1	26	 0.00	0.70	0.40	0.00	 180.00	8.40	0.20	143	287	68.36	-0.00	-2.85	0.00	68.36	-0.00	-341.81	0.00	 0.00
1	11	1	27	 0.00	0.70	0.40	0.00	 0.00	11.60	0.20	139	283	-94.40	-0.00	3.93	0.00	-94.40	0.00	472.02	0.00	 1.00
1	11	1	28	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	157	301	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 0.00
1	11	1	29	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	167	311	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	30	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	156	300	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 1.00
1	11	1	31	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	122	266	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 1.00
1	11	1	32	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	125	269	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 0.00
1	11	1	33	 0.00	0.70	0.40	0.00	 180.00	8.40	0.20	143	287	68.36	-0.00	-2.85	0.00	68.36	-0.00	-341.81	0.00	 0.00
1	11	1	34	 0.00	0.70	0.40	0.00	 0.00	8.40	0.20	128	272	-68.36	-0.00	2.85	0.00	-68.36	0.00	341.81	0.00	 0.00
1	11	1	35	 0.00	0.70	0.40	0.00	 0.00	9.20	0.20	156	300	-74.87	-0.00	3.12	0.00	-74.87	0.00	374.36	0.00	 0.00
1	11	1	36	 0.00	0.70	0.40	0.00	 180.00	11.60	0.20	163	307	94.40	-0.00	-3.93	0.00	94.40	-0.00	-472.02	0.00	 1.00
1	11	1	37	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	174	318	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 1.00
1	11	1	38	 0.00	0.70	0.40	0.00	 0.00	8.40	0.20	137	281	-68.36	-0.00	2.85	0.00	-68.36	0.00	341.81	0.00	 0.00
1	11	1	39	 0.00	0.70	0.40	0.00	 180.00	8.40	0.20	166	310	68.36	-0.00	-2.85	0.00	68.36	-0.00	-341.81	0.00	 0.00
1	11	1	40	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	133	277	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 0.00
1	11	1	41	 0.00	0.70	0.40	0.00	 180.00	8.40	0.20	121	265	68.36	-0.00	-2.85	0.00	68.36	-0.00	-341.81	0.00	 0.00
1	11	1	42	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	143	287	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	43	 0.00	0.70	0.40	0.00	 180.00	8.40	0.20	130	274	68.36	-0.00	-2.85	0.00	68.36	-0.00	-341.81	0.00	 0.00
1	11	1	44	 0.00	0.70	0.40	0.00	 0.00	11.60	0.20	123	267	-94.40	-0.00	3.93	0.00	-94.40	0.00	472.02	0.00	 1.00
1	11	1	45	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	173	317	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 1.00
1	11	1	46	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	129	273	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	47	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	178	322	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 1.00
1	11	1	48	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	130	274	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 1.00
1	11	1	49	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	161	305	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	50	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	177	321	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 1.00
1	11	1	51	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	143	287	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 1.00
1	11	1	52	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	151	295	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 1.00
1	11	1	53	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	145	289	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 1.00
1	11	1	54	 0.00	0.70	0.40	0.00	 0.00	11.60	0.20	147	291	-94.40	-0.00	3.93	0.00	-94.40	0.00	472.02	0.00	 1.00
1	11	1	55	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	144	288	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 1.00
1	11	1	56	 0.00	0.70	0.40	0.00	 0.00	9.20	0.20	165	309	-74.87	-0.00	3.12	0.00	-74.87	0.00	374.36	0.00	 0.00
1	11	1	57	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	177	321	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 1.00
1	11	1	58	 0.00	0.70	0.40	0.00	 0.00	8.40	0.20	180	324	-68.36	-0.00	2.85	0.00	-68.36	0.00	341.81	0.00	 0.00
1	11	1	59	 0.00	0.70	0.40	0.00	 180.00	11.60	0.20	171	315	94.40	-0.00	-3.93	0.00	94.40	-0.00	-472.02	0.00	 1.00
1	11	1	60	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	121	265	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 0.00
1	11	1	61	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	177	321	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 0.00
1	11	1	62	 0.00	0.70	0.40	0.00	 180.00	11.60	0.20	174	318	94.40	-0.00	-3.93	0.00	94.40	-0.00	-472.02	0.00	 0.00
1	11	1	63	 0.00	0.70	0.40	0.00	 180.00	8.40	0.20	174	318	68.36	-0.00	-2.85	0.00	68.36	-0.00	-341.81	0.00	 0.00
1	11	1	64	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	131	275	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 0.00
1	11	1	65	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	145	289	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 1.00
1	11	1	66	 0.00	0.70	0.40	0.00	 0.00	9.20	0.20	124	268	-74.87	-0.00	3.12	0.00	-74.87	0.00	374.36	0.00	 0.00
1	11	1	67	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	133	277	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	68	 0.00	0.70	0.40	0.00	 0.00	10.00	0.20	178	322	-81.38	-0.00	3.39	0.00	-81.38	0.00	406.91	0.00	 1.00
1	11	1	69	 0.00	0.70	0.40	0.00	 0.00	9.20	0.20	173	317	-74.87	-0.00	3.12	0.00	-74.87	0.00	374.36	0.00	 0.00
1	11	1	70	 0.00	0.70	0.40	0.00	 0.00	10.80	0.20	127	271	-87.89	-0.00	3.66	0.00	-87.89	0.00	439.46	0.00	 1.00
1	11	1	71	 0.00	0.70	0.40	0.00	 180.00	11.60	0.20	124	268	94.40	-0.00	-3.93	0.00	94.40	-0.00	-472.02	0.00	 1.00
1	11	1	72	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	170	314	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 1.00
1	11	1	73	 0.00	0.70	0.40	0.00	 0.00	9.20	0.20	171	315	-74.87	-0.00	3.12	0.00	-74.87	0.00	374.36	0.00	 0.00
1	11	1	74	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	176	320	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 1.00
1	11	1	75	 0.00	0.70	0.40	0.00	 0.00	9.20	0.20	157	301	-74.87	-0.00	3.12	0.00	-74.87	0.00	374.36	0.00	 0.00
1	11	1	76	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	135	279	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
1	11	1	77	 0.00	0.70	0.40	0.00	 0.00	11.60	0.20	143	287	-94.40	-0.00	3.93	0.00	-94.40	0.00	472.02	0.00	 1.00
1	11	1	78	 0.00	0.70	0.40	0.00	 0.00	8.40	0.20	170	314	-68.36	-0.00	2.85	0.00	-68.36	0.00	341.81	0.00	 0.00
1	11	1	79	 0.00	0.70	0.40	0.00	 0.00	8.40	0.20	165	309	-68.36	-0.00	2.85	0.00	-68.36	0.00	341.81	0.00	 0.00
1	11	1	80	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	123	267	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 1.00
1	11	1	81	 0.00	0.70	0.40	0.00	 180.00	10.80	0.20	132	276	87.89	-0.00	-3.66	0.00	87.89	-0.00	-439.46	0.00	 1.00
1	11	1	82	 0.00	0.70	0.40	0.00	 180.00	10.00	0.20	150	294	81.38	-0.00	-3.39	0.00	81.38	-0.00	-406.91	0.00	 1.00
1	11	1	83	 0.00	0.70	0.40	0.00	 180.00	8.40	0.20	173	317	68.36	-0.00	-2.85	0.00	68.36	-0.00	-341.81	0.00	 0.00
1	11	1	84	 0.00	0.70	0.40	0.00	 0.00	9.20	0.20	125	269	-74.87	-0.00	3.12	0.00	-74.87	0.00	374.36	0.00	 0.00
1	11	1	85	 0.00	0.70	0.40	0.00	 180.00	9.20	0.20	121	265	74.87	-0.00	-3.12	0.00	74.87	-0.00	-374.36	0.00	 0.00
